,delivery_area_id,date,hour,partners_cnt,orders_cnt
218,1,2021-12-06,21,8,7.0
219,1,2021-12-06,22,8,7.0
220,1,2021-12-06,23,8,7.0
221,1,2021-12-07,7,8,7.0
222,1,2021-12-07,8,8,7.0
223,1,2021-12-07,9,8,7.0
224,1,2021-12-07,10,8,7.0
225,1,2021-12-07,11,8,7.0
226,1,2021-12-07,12,8,7.0
227,1,2021-12-07,13,8,7.0
228,1,2021-12-07,14,8,7.0
229,1,2021-12-07,15,8,7.0
230,1,2021-12-07,16,8,7.0
231,1,2021-12-07,17,8,7.0
232,1,2021-12-07,18,8,7.0
233,1,2021-12-07,19,8,7.0
234,1,2021-12-07,20,8,7.0
235,1,2021-12-07,21,8,7.0
236,1,2021-12-07,22,8,7.0
237,1,2021-12-07,23,8,7.0
238,3,2021-12-01,7,6,5.0
239,3,2021-12-01,8,6,5.0
240,3,2021-12-01,9,6,5.0
241,3,2021-12-01,10,6,5.0
242,3,2021-12-01,11,6,5.0
243,3,2021-12-01,12,6,5.0
244,3,2021-12-01,13,6,5.0
245,3,2021-12-01,14,6,5.0
246,3,2021-12-01,15,6,5.0
247,3,2021-12-01,16,6,5.0
248,3,2021-12-01,17,6,5.0
249,3,2021-12-01,18,6,5.0
250,3,2021-12-01,19,6,5.0
251,3,2021-12-01,20,6,5.0
252,3,2021-12-01,21,6,5.0
253,3,2021-12-01,22,6,5.0
254,3,2021-12-01,23,6,5.0
255,3,2021-12-02,7,6,5.0
256,3,2021-12-02,8,6,5.0
257,3,2021-12-02,9,6,5.0
258,3,2021-12-02,10,6,5.0
259,3,2021-12-02,11,6,5.0
260,3,2021-12-02,12,6,5.0
261,3,2021-12-02,13,6,5.0
262,3,2021-12-02,14,6,5.0
263,3,2021-12-02,15,6,5.0
264,3,2021-12-02,16,6,5.0
265,3,2021-12-02,17,6,5.0
266,3,2021-12-02,18,6,5.0
267,3,2021-12-02,19,6,5.0
268,3,2021-12-02,20,6,5.0
269,3,2021-12-02,21,6,5.0
270,3,2021-12-02,22,6,5.0
271,3,2021-12-02,23,6,5.0
272,3,2021-12-03,7,6,5.0
273,3,2021-12-03,8,6,5.0
274,3,2021-12-03,9,6,5.0
275,3,2021-12-03,10,6,5.0
276,3,2021-12-03,11,6,5.0
277,3,2021-12-03,12,6,5.0
278,3,2021-12-03,13,6,5.0
279,3,2021-12-03,14,6,5.0
280,3,2021-12-03,15,6,5.0
281,3,2021-12-03,16,6,5.0
282,3,2021-12-03,17,6,5.0
283,3,2021-12-03,18,6,5.0
284,3,2021-12-03,19,6,5.0
285,3,2021-12-03,20,6,5.0
286,3,2021-12-03,21,6,5.0
287,3,2021-12-03,22,6,5.0
288,3,2021-12-03,23,6,5.0
289,3,2021-12-04,7,8,6.0
290,3,2021-12-04,8,8,6.0
291,3,2021-12-04,9,8,6.0
292,3,2021-12-04,10,8,6.0
293,3,2021-12-04,11,8,6.0
294,3,2021-12-04,12,8,6.0
295,3,2021-12-04,13,8,6.0
296,3,2021-12-04,14,8,6.0
297,3,2021-12-04,15,8,6.0
298,3,2021-12-04,16,8,6.0
299,3,2021-12-04,17,8,6.0
300,3,2021-12-04,18,8,6.0
301,3,2021-12-04,19,8,6.0
302,3,2021-12-04,20,8,6.0
303,3,2021-12-04,21,8,6.0
304,3,2021-12-04,22,8,6.0
305,3,2021-12-04,23,8,6.0
306,3,2021-12-05,7,8,6.0
307,3,2021-12-05,8,8,6.0
308,3,2021-12-05,9,8,6.0
309,3,2021-12-05,10,8,6.0
310,3,2021-12-05,11,8,6.0
311,3,2021-12-05,12,8,6.0
312,3,2021-12-05,13,8,6.0
313,3,2021-12-05,14,8,6.0
314,3,2021-12-05,15,8,6.0
315,3,2021-12-05,16,8,6.0
316,3,2021-12-05,17,8,6.0
317,3,2021-12-05,18,8,6.0
318,3,2021-12-05,19,8,6.0
319,3,2021-12-05,20,8,6.0
320,3,2021-12-05,21,8,6.0
321,3,2021-12-05,22,8,6.0
322,3,2021-12-05,23,8,6.0
323,3,2021-12-06,7,6,5.0
324,3,2021-12-06,8,6,5.0
325,3,2021-12-06,9,6,5.0
326,3,2021-12-06,10,6,5.0
327,3,2021-12-06,11,6,5.0
328,3,2021-12-06,12,6,5.0
329,3,2021-12-06,13,6,5.0
330,3,2021-12-06,14,6,5.0
331,3,2021-12-06,15,6,5.0
332,3,2021-12-06,16,6,5.0
333,3,2021-12-06,17,6,5.0
334,3,2021-12-06,18,6,5.0
335,3,2021-12-06,19,6,5.0
336,3,2021-12-06,20,6,5.0
337,3,2021-12-06,21,6,5.0
338,3,2021-12-06,22,6,5.0
339,3,2021-12-06,23,6,5.0
340,3,2021-12-07,7,6,5.0
341,3,2021-12-07,8,6,5.0
342,3,2021-12-07,9,6,5.0
343,3,2021-12-07,10,6,5.0
344,3,2021-12-07,11,6,5.0
345,3,2021-12-07,12,6,5.0
346,3,2021-12-07,13,6,5.0
347,3,2021-12-07,14,6,5.0
348,3,2021-12-07,15,6,5.0
349,3,2021-12-07,16,6,5.0
350,3,2021-12-07,17,6,5.0
351,3,2021-12-07,18,6,5.0
352,3,2021-12-07,19,6,5.0
353,3,2021-12-07,20,6,5.0
354,3,2021-12-07,21,6,5.0
355,3,2021-12-07,22,6,5.0
356,3,2021-12-07,23,6,5.0
357,4,2021-12-01,7,10,9.0
358,4,2021-12-01,8,10,9.0
359,4,2021-12-01,9,10,9.0
360,4,2021-12-01,10,10,9.0
361,4,2021-12-01,11,10,9.0
362,4,2021-12-01,12,10,9.0
363,4,2021-12-01,13,10,9.0
364,4,2021-12-01,14,10,9.0
365,4,2021-12-01,15,10,9.0
366,4,2021-12-01,16,10,9.0
367,4,2021-12-01,17,10,9.0
368,4,2021-12-01,18,10,9.0
369,4,2021-12-01,19,10,9.0
370,4,2021-12-01,20,10,9.0
371,4,2021-12-01,21,10,9.0
372,4,2021-12-01,22,10,9.0
373,4,2021-12-01,23,10,9.0
374,4,2021-12-02,7,10,9.0
375,4,2021-12-02,8,10,9.0
376,4,2021-12-02,9,10,9.0
377,4,2021-12-02,10,10,9.0
378,4,2021-12-02,11,10,9.0
379,4,2021-12-02,12,10,9.0
380,4,2021-12-02,13,10,9.0
381,4,2021-12-02,14,10,9.0
382,4,2021-12-02,15,10,9.0
383,4,2021-12-02,16,10,9.0
384,4,2021-12-02,17,10,9.0
385,4,2021-12-02,18,10,9.0
386,4,2021-12-02,19,10,9.0
387,4,2021-12-02,20,10,9.0
388,4,2021-12-02,21,10,9.0
389,4,2021-12-02,22,10,9.0
390,4,2021-12-02,23,10,9.0
391,4,2021-12-03,7,11,10.0
392,4,2021-12-03,8,11,10.0
393,4,2021-12-03,9,11,10.0
394,4,2021-12-03,10,11,10.0
395,4,2021-12-03,11,11,10.0
396,4,2021-12-03,12,11,10.0
397,4,2021-12-03,13,11,10.0
398,4,2021-12-03,14,11,10.0
399,4,2021-12-03,15,11,10.0
400,4,2021-12-03,16,11,10.0
401,4,2021-12-03,17,11,10.0
402,4,2021-12-03,18,11,10.0
403,4,2021-12-03,19,11,10.0
404,4,2021-12-03,20,11,10.0
405,4,2021-12-03,21,11,10.0
406,4,2021-12-03,22,11,10.0
407,4,2021-12-03,23,11,10.0
408,4,2021-12-04,7,11,10.0
409,4,2021-12-04,8,11,10.0
410,4,2021-12-04,9,11,10.0
411,4,2021-12-04,10,11,10.0
412,4,2021-12-04,11,11,10.0
413,4,2021-12-04,12,11,10.0
414,4,2021-12-04,13,11,10.0
415,4,2021-12-04,14,11,10.0
416,4,2021-12-04,15,11,10.0
417,4,2021-12-04,16,11,10.0
418,4,2021-12-04,17,11,10.0
419,4,2021-12-04,18,11,10.0
420,4,2021-12-04,19,11,10.0
421,4,2021-12-04,20,11,10.0
422,4,2021-12-04,21,11,10.0
423,4,2021-12-04,22,11,10.0
424,4,2021-12-04,23,11,10.0
425,4,2021-12-05,7,11,10.0
426,4,2021-12-05,8,11,10.0
427,4,2021-12-05,9,11,10.0
428,4,2021-12-05,10,11,10.0
429,4,2021-12-05,11,11,10.0
430,4,2021-12-05,12,11,10.0
431,4,2021-12-05,13,11,10.0
432,4,2021-12-05,14,11,10.0
433,4,2021-12-05,15,11,10.0
434,4,2021-12-05,16,11,10.0
435,4,2021-12-05,17,11,10.0
436,4,2021-12-05,18,11,10.0
437,4,2021-12-05,19,11,10.0
438,4,2021-12-05,20,11,10.0
439,4,2021-12-05,21,11,10.0
440,4,2021-12-05,22,11,10.0
441,4,2021-12-05,23,11,10.0
442,4,2021-12-06,7,10,9.0
443,4,2021-12-06,8,10,9.0
444,4,2021-12-06,9,10,9.0
445,4,2021-12-06,10,10,9.0
446,4,2021-12-06,11,10,9.0
447,4,2021-12-06,12,10,9.0
448,4,2021-12-06,13,10,9.0
449,4,2021-12-06,14,10,9.0
450,4,2021-12-06,15,10,9.0
451,4,2021-12-06,16,10,9.0
452,4,2021-12-06,17,10,9.0
453,4,2021-12-06,18,10,9.0
454,4,2021-12-06,19,10,9.0
455,4,2021-12-06,20,10,9.0
456,4,2021-12-06,21,10,9.0
457,4,2021-12-06,22,10,9.0
458,4,2021-12-06,23,10,9.0
459,4,2021-12-07,7,10,9.0
460,4,2021-12-07,8,10,9.0
461,4,2021-12-07,9,10,9.0
462,4,2021-12-07,10,10,9.0
463,4,2021-12-07,11,10,9.0
464,4,2021-12-07,12,10,9.0
465,4,2021-12-07,13,10,9.0
466,4,2021-12-07,14,10,9.0
467,4,2021-12-07,15,10,9.0
468,4,2021-12-07,16,10,9.0
469,4,2021-12-07,17,10,9.0
470,4,2021-12-07,18,10,9.0
471,4,2021-12-07,19,10,9.0
472,4,2021-12-07,20,10,9.0
473,4,2021-12-07,21,10,9.0
474,4,2021-12-07,22,10,9.0
475,4,2021-12-07,23,10,9.0
476,5,2021-12-01,7,11,10.0
477,5,2021-12-01,8,11,10.0
478,5,2021-12-01,9,11,10.0
479,5,2021-12-01,10,11,10.0
480,5,2021-12-01,11,11,10.0
481,5,2021-12-01,12,11,10.0
482,5,2021-12-01,13,11,10.0
483,5,2021-12-01,14,11,10.0
484,5,2021-12-01,15,11,10.0
485,5,2021-12-01,16,11,10.0
486,5,2021-12-01,17,11,10.0
487,5,2021-12-01,18,11,10.0
488,5,2021-12-01,19,11,10.0
489,5,2021-12-01,20,11,10.0
490,5,2021-12-01,21,11,10.0
491,5,2021-12-01,22,11,10.0
492,5,2021-12-01,23,11,10.0
493,5,2021-12-02,7,11,10.0
494,5,2021-12-02,8,11,10.0
495,5,2021-12-02,9,11,10.0
496,5,2021-12-02,10,11,10.0
497,5,2021-12-02,11,11,10.0
498,5,2021-12-02,12,11,10.0
499,5,2021-12-02,13,11,10.0
500,5,2021-12-02,14,11,10.0
501,5,2021-12-02,15,11,10.0
502,5,2021-12-02,16,11,10.0
503,5,2021-12-02,17,11,10.0
504,5,2021-12-02,18,11,10.0
505,5,2021-12-02,19,11,10.0
506,5,2021-12-02,20,11,10.0
507,5,2021-12-02,21,11,10.0
508,5,2021-12-02,22,11,10.0
509,5,2021-12-02,23,11,10.0
510,5,2021-12-03,7,11,10.0
511,5,2021-12-03,8,11,10.0
512,5,2021-12-03,9,11,10.0
513,5,2021-12-03,10,11,10.0
514,5,2021-12-03,11,11,10.0
515,5,2021-12-03,12,11,10.0
516,5,2021-12-03,13,11,10.0
517,5,2021-12-03,14,11,10.0
518,5,2021-12-03,15,11,10.0
519,5,2021-12-03,16,11,10.0
520,5,2021-12-03,17,11,10.0
521,5,2021-12-03,18,11,10.0
522,5,2021-12-03,19,11,10.0
523,5,2021-12-03,20,11,10.0
524,5,2021-12-03,21,11,10.0
525,5,2021-12-03,22,11,10.0
526,5,2021-12-03,23,11,10.0
527,5,2021-12-04,7,11,11.0
528,5,2021-12-04,8,11,11.0
529,5,2021-12-04,9,11,11.0
530,5,2021-12-04,10,11,11.0
531,5,2021-12-04,11,11,11.0
532,5,2021-12-04,12,11,11.0
533,5,2021-12-04,13,11,11.0
534,5,2021-12-04,14,11,11.0
535,5,2021-12-04,15,11,11.0
536,5,2021-12-04,16,11,11.0
537,5,2021-12-04,17,11,11.0
538,5,2021-12-04,18,11,11.0
539,5,2021-12-04,19,11,11.0
540,5,2021-12-04,20,11,11.0
541,5,2021-12-04,21,11,11.0
542,5,2021-12-04,22,11,11.0
543,5,2021-12-04,23,11,11.0
544,5,2021-12-05,7,11,11.0
545,5,2021-12-05,8,11,11.0
546,5,2021-12-05,9,11,11.0
547,5,2021-12-05,10,11,11.0
548,5,2021-12-05,11,11,11.0
549,5,2021-12-05,12,11,11.0
550,5,2021-12-05,13,11,11.0
551,5,2021-12-05,14,11,11.0
552,5,2021-12-05,15,11,11.0
553,5,2021-12-05,16,11,11.0
554,5,2021-12-05,17,11,11.0
555,5,2021-12-05,18,11,11.0
556,5,2021-12-05,19,11,11.0
557,5,2021-12-05,20,11,11.0
558,5,2021-12-05,21,11,11.0
559,5,2021-12-05,22,11,11.0
560,5,2021-12-05,23,11,11.0
561,5,2021-12-06,7,11,10.0
562,5,2021-12-06,8,11,10.0
563,5,2021-12-06,9,11,10.0
564,5,2021-12-06,10,11,10.0
565,5,2021-12-06,11,11,10.0
566,5,2021-12-06,12,11,10.0
567,5,2021-12-06,13,11,10.0
568,5,2021-12-06,14,11,10.0
569,5,2021-12-06,15,11,10.0
570,5,2021-12-06,16,11,10.0
571,5,2021-12-06,17,11,10.0
572,5,2021-12-06,18,11,10.0
573,5,2021-12-06,19,11,10.0
574,5,2021-12-06,20,11,10.0
575,5,2021-12-06,21,11,10.0
576,5,2021-12-06,22,11,10.0
577,5,2021-12-06,23,11,10.0
578,5,2021-12-07,7,11,10.0
579,5,2021-12-07,8,11,10.0
580,5,2021-12-07,9,11,10.0
581,5,2021-12-07,10,11,10.0
582,5,2021-12-07,11,11,10.0
583,5,2021-12-07,12,11,10.0
584,5,2021-12-07,13,11,10.0
585,5,2021-12-07,14,11,10.0
586,5,2021-12-07,15,11,10.0
587,5,2021-12-07,16,11,10.0
588,5,2021-12-07,17,11,10.0
589,5,2021-12-07,18,11,10.0
590,5,2021-12-07,19,11,10.0
591,5,2021-12-07,20,11,10.0
592,5,2021-12-07,21,11,10.0
593,5,2021-12-07,22,11,10.0
594,5,2021-12-07,23,11,10.0
595,6,2021-12-01,7,8,6.0
596,6,2021-12-01,8,8,6.0
597,6,2021-12-01,9,8,6.0
598,6,2021-12-01,10,8,6.0
599,6,2021-12-01,11,8,6.0
600,6,2021-12-01,12,8,6.0
601,6,2021-12-01,13,8,6.0
602,6,2021-12-01,14,8,6.0
603,6,2021-12-01,15,8,6.0
604,6,2021-12-01,16,8,6.0
605,6,2021-12-01,17,8,6.0
606,6,2021-12-01,18,8,6.0
607,6,2021-12-01,19,8,6.0
608,6,2021-12-01,20,8,6.0
609,6,2021-12-01,21,8,6.0
610,6,2021-12-01,22,8,6.0
611,6,2021-12-01,23,8,6.0
612,6,2021-12-02,7,8,7.0
613,6,2021-12-02,8,8,7.0
614,6,2021-12-02,9,8,7.0
615,6,2021-12-02,10,8,7.0
616,6,2021-12-02,11,8,7.0
617,6,2021-12-02,12,8,7.0
618,6,2021-12-02,13,8,7.0
619,6,2021-12-02,14,8,7.0
620,6,2021-12-02,15,8,7.0
621,6,2021-12-02,16,8,7.0
622,6,2021-12-02,17,8,7.0
623,6,2021-12-02,18,8,7.0
624,6,2021-12-02,19,8,7.0
625,6,2021-12-02,20,8,7.0
626,6,2021-12-02,21,8,7.0
627,6,2021-12-02,22,8,7.0
628,6,2021-12-02,23,8,7.0
629,6,2021-12-03,7,8,7.0
630,6,2021-12-03,8,8,7.0
631,6,2021-12-03,9,8,7.0
632,6,2021-12-03,10,8,7.0
633,6,2021-12-03,11,8,7.0
634,6,2021-12-03,12,8,7.0
635,6,2021-12-03,13,8,7.0
636,6,2021-12-03,14,8,7.0
637,6,2021-12-03,15,8,7.0
638,6,2021-12-03,16,8,7.0
639,6,2021-12-03,17,8,7.0
640,6,2021-12-03,18,8,7.0
641,6,2021-12-03,19,8,7.0
642,6,2021-12-03,20,8,7.0
643,6,2021-12-03,21,8,7.0
644,6,2021-12-03,22,8,7.0
645,6,2021-12-03,23,8,7.0
646,6,2021-12-04,7,9,8.0
647,6,2021-12-04,8,9,8.0
648,6,2021-12-04,9,9,8.0
649,6,2021-12-04,10,9,8.0
650,6,2021-12-04,11,9,8.0
651,6,2021-12-04,12,9,8.0
652,6,2021-12-04,13,9,8.0
653,6,2021-12-04,14,9,8.0
654,6,2021-12-04,15,9,8.0
655,6,2021-12-04,16,9,8.0
656,6,2021-12-04,17,9,8.0
657,6,2021-12-04,18,9,8.0
658,6,2021-12-04,19,9,8.0
659,6,2021-12-04,20,9,8.0
660,6,2021-12-04,21,9,8.0
661,6,2021-12-04,22,9,8.0
662,6,2021-12-04,23,9,8.0
663,6,2021-12-05,7,9,8.0
664,6,2021-12-05,8,9,8.0
665,6,2021-12-05,9,9,8.0
666,6,2021-12-05,10,9,8.0
667,6,2021-12-05,11,9,8.0
668,6,2021-12-05,12,9,8.0
669,6,2021-12-05,13,9,8.0
670,6,2021-12-05,14,9,8.0
671,6,2021-12-05,15,9,8.0
672,6,2021-12-05,16,9,8.0
673,6,2021-12-05,17,9,8.0
674,6,2021-12-05,18,9,8.0
675,6,2021-12-05,19,9,8.0
676,6,2021-12-05,20,9,8.0
677,6,2021-12-05,21,9,8.0
678,6,2021-12-05,22,9,8.0
679,6,2021-12-05,23,9,8.0
680,6,2021-12-06,7,8,7.0
681,6,2021-12-06,8,8,7.0
682,6,2021-12-06,9,8,7.0
683,6,2021-12-06,10,8,7.0
684,6,2021-12-06,11,8,7.0
685,6,2021-12-06,12,8,7.0
686,6,2021-12-06,13,8,7.0
687,6,2021-12-06,14,8,7.0
688,6,2021-12-06,15,8,7.0
689,6,2021-12-06,16,8,7.0
690,6,2021-12-06,17,8,7.0
691,6,2021-12-06,18,8,7.0
692,6,2021-12-06,19,8,7.0
693,6,2021-12-06,20,8,7.0
694,6,2021-12-06,21,8,7.0
695,6,2021-12-06,22,8,7.0
696,6,2021-12-06,23,8,7.0
697,6,2021-12-07,7,8,7.0
698,6,2021-12-07,8,8,7.0
699,6,2021-12-07,9,8,7.0
700,6,2021-12-07,10,8,7.0
701,6,2021-12-07,11,8,7.0
702,6,2021-12-07,12,8,7.0
703,6,2021-12-07,13,8,7.0
704,6,2021-12-07,14,8,7.0
705,6,2021-12-07,15,8,7.0
706,6,2021-12-07,16,8,7.0
707,6,2021-12-07,17,8,7.0
708,6,2021-12-07,18,8,7.0
709,6,2021-12-07,19,8,7.0
710,6,2021-12-07,20,8,7.0
711,6,2021-12-07,21,8,7.0
712,6,2021-12-07,22,8,7.0
713,6,2021-12-07,23,8,7.0
714,7,2021-12-01,7,8,6.0
715,7,2021-12-01,8,8,6.0
716,7,2021-12-01,9,8,6.0
717,7,2021-12-01,10,8,6.0
718,7,2021-12-01,11,8,6.0
719,7,2021-12-01,12,8,6.0
720,7,2021-12-01,13,8,6.0
721,7,2021-12-01,14,8,6.0
722,7,2021-12-01,15,8,6.0
723,7,2021-12-01,16,8,6.0
724,7,2021-12-01,17,8,6.0
725,7,2021-12-01,18,8,6.0
726,7,2021-12-01,19,8,6.0
727,7,2021-12-01,20,8,6.0
728,7,2021-12-01,21,8,6.0
729,7,2021-12-01,22,8,6.0
730,7,2021-12-01,23,8,6.0
731,7,2021-12-02,7,8,7.0
732,7,2021-12-02,8,8,7.0
